Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	indicators1	indicators2	indicators3	indicators4	indicators5	indicators6	indicators7	indicators8	indicators9	indicators10	indicators11	indicators12	indicators13	indicators14	indicators15	rates1	rates2	rates3	rates4	rates5	rates6	rates7	rates8	rates9	rates10	rates11	rates12	rates13	rates14	rates15	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_Africa_Asia	geoSubstModelLogger.location.relGeoRate_Africa_Europe	geoSubstModelLogger.location.relGeoRate_Africa_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Africa_Oceania	geoSubstModelLogger.location.relGeoRate_Africa_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Asia_Europe	geoSubstModelLogger.location.relGeoRate_Asia_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Asia_Oceania	geoSubstModelLogger.location.relGeoRate_Asia_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Europe_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Europe_Oceania	geoSubstModelLogger.location.relGeoRate_Europe_SouthAmerica	geoSubstModelLogger.location.relGeoRate_NorthAmerica_Oceania	geoSubstModelLogger.location.relGeoRate_NorthAmerica_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Oceania_SouthAmerica	freqParameter.norovirus1	freqParameter.norovirus2	freqParameter.norovirus3	freqParameter.norovirus4	
0	-2.078488973335E4	-1.885903248913E4	-1.925857244222E3	-1.85481406558E4	8.840729650885E0	2.759260970249E-1	1.786634876389E1	6.751475492178E-3	6.168228758828E-1	6.018526401439E-3	1.998231555022E-5	6.742792338089E-1	-1.880614295393E3	3.956824075996E0	1.172071566791E1	6.058937261371E1	1.43849520458E1	3.661324800039E0	17	68	221	122	13	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	2.795068935109E0	1.993230800632E0	1.212982019651E-1	1.12805714838E0	7.411782075812E-2	4.009557479102E-1	1.778669468855E0	2.696670429735E0	1.139800946556E0	1.688462840353E0	1.315536431045E0	2.798349818252E0	1.251702278095E0	5.116258088576E-1	6.323385186588E-1	2.521555739779E-1	0E0	0E0	0E0	1.12805714838E0	0E0	0E0	1.778669468855E0	2.696670429735E0	0E0	1.688462840353E0	1.315536431045E0	0E0	1.251702278095E0	5.116258088576E-1	6.323385186588E-1	2.38467994375E-1	2.776608238519E-1	1.955285970114E-1	2.883425847617E-1	
1000000	-2.081098343516E4	-1.887173255762E4	-1.939250877541E3	-1.857156667053E4	9.334997206358E0	2.717066154401E-1	2.074858112669E1	6.23414029467E-3	5.82558142436E-1	6.00570658887E-3	1.243301114412E-5	5.734111086843E-1	-1.902285813948E3	6.373075636257E0	1.458781846305E1	5.799125894612E1	1.315403385765E1	3.294553634693E0	20	55	239	108	19	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1.561017438119E-1	1.751312015782E-1	4.619790524983E-1	8.369304405111E-1	1.015909686863E-1	1.15425055294E0	1.607221636854E0	1.374749993561E0	4.422947677963E-1	1.275979510985E0	5.715379938736E-1	3.562725607884E-1	8.584390802074E-1	7.326713323787E-1	3.570380755713E0	2.300094960285E-1	0E0	0E0	0E0	8.369304405111E-1	0E0	0E0	1.607221636854E0	1.374749993561E0	0E0	1.275979510985E0	5.715379938736E-1	0E0	8.584390802074E-1	7.326713323787E-1	0E0	2.367943942866E-1	2.817144778522E-1	1.995493380467E-1	2.819417898145E-1	
2000000	-2.081817668714E4	-1.887217078384E4	-1.946005903303E3	-1.856796113648E4	8.319450639091E0	2.666817691201E-1	2.041190997709E1	6.227014778988E-3	6.088456697272E-1	6.037579374845E-3	1.492432262555E-5	6.424928304979E-1	-1.906801390319E3	3.123380736706E0	1.893584778444E1	5.137135993456E1	1.650372120227E1	2.365086158151E0	16	65	221	123	16	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	8.271762561895E-2	2.525112357025E-1	7.950067946969E-1	1.119808937896E0	9.435641061626E-1	6.734458629676E-1	1.277331577585E0	1.536517285039E0	1.304290340707E-1	1.272414361693E0	8.683696889961E-1	1.592739256472E-1	1.371028126583E0	6.435016367899E-1	2.463910579124E-2	2.792007313492E-1	0E0	0E0	0E0	1.119808937896E0	0E0	0E0	1.277331577585E0	1.536517285039E0	1.304290340707E-1	1.272414361693E0	8.683696889961E-1	1.592739256472E-1	1.371028126583E0	6.435016367899E-1	0E0	2.372597370682E-1	2.792215264688E-1	1.910097273702E-1	2.925090090928E-1	
3000000	-2.079085258621E4	-1.888289356324E4	-1.907959022977E3	-1.85781504508E4	8.117135121322E0	2.855704354565E-1	2.190508836404E1	6.630898204982E-3	5.283593430727E-1	6.201262890408E-3	1.41140240509E-5	5.813984181764E-1	-1.87351075791E3	3.791530526826E0	1.608685383612E1	6.685880324885E1	9.703406536448E0	1.103984271174E0	15	57	246	115	8	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	2.776673766462E-1	1.726434136366E-1	8.684704189437E-1	2.040078489401E-1	1.712873346869E0	1.156697534652E0	3.38988701288E-1	3.735472203902E-1	1.548568955814E0	4.382205417788E-1	9.732890736374E-2	2.669946523337E-1	5.241784776774E-1	1.880735839089E-1	2.60989106653E0	2.763800038536E-1	0E0	0E0	0E0	2.040078489401E-1	0E0	0E0	3.38988701288E-1	3.735472203902E-1	0E0	4.382205417788E-1	9.732890736374E-2	0E0	5.241784776774E-1	1.880735839089E-1	0E0	2.468800354829E-1	2.864721030485E-1	1.990235897537E-1	2.67624271715E-1	
4000000	-2.080666338645E4	-1.888297083829E4	-1.923692548161E3	-1.856736905947E4	8.257422660788E0	2.953141986651E-1	1.986608414049E1	6.419181935434E-3	6.193026125743E-1	6.113836367009E-3	1.704915297558E-5	6.51134714793E-1	-1.889997994899E3	3.43723839085E0	1.704906955673E1	5.396311873905E1	1.094011297368E1	1.362398198284E0	20	54	249	108	10	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1.905140659513E0	9.321781748529E-1	1.744915085815E-1	4.918637291478E-1	1.033889967363E0	4.402740674606E-1	1.765829114026E0	9.315693457069E-2	5.118206183916E-1	6.711666902563E-1	6.297122706777E-2	8.659638287827E-2	6.972205263421E-1	2.120779780131E-1	1.045766233956E0	3.385155468394E-1	0E0	0E0	1.744915085815E-1	0E0	0E0	0E0	1.765829114026E0	9.315693457069E-2	0E0	6.711666902563E-1	6.297122706777E-2	0E0	6.972205263421E-1	2.120779780131E-1	0E0	2.465503465924E-1	2.794092997051E-1	2.05658289654E-1	2.683820640485E-1	
5000000	-2.08030725711E4	-1.887554837768E4	-1.927524193423E3	-1.85575383051E4	9.06841082728E0	2.689176717688E-1	1.871558959981E1	6.532646675144E-3	6.440504824214E-1	6.325607627027E-3	2.384882198462E-5	7.385914533381E-1	-1.88856833685E3	3.372696023313E0	1.250374996101E1	5.700582775437E1	1.337666628913E1	2.451266437481E0	21	59	224	119	18	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	5.865466825438E-1	1.515652339426E0	1.67875406992E0	3.982756139731E-1	1.010633396062E0	7.380296016912E-1	1.203728316114E0	1.707955745946E0	4.263588239859E-1	1.925787406084E0	2.34200358922E-1	2.805148321998E-1	1.643203832055E0	2.104785130145E-1	4.916530511489E-1	2.555447811222E-1	5.865466825438E-1	0E0	0E0	0E0	0E0	7.380296016912E-1	1.203728316114E0	1.707955745946E0	4.263588239859E-1	1.925787406084E0	0E0	0E0	1.643203832055E0	2.104785130145E-1	0E0	2.276754885242E-1	2.906066762406E-1	2.162551601539E-1	2.654626750813E-1	
6000000	-2.076513750963E4	-1.886685415128E4	-1.898283358355E3	-1.855114670641E4	9.889646798246E0	2.703089237731E-1	1.772769510956E1	7.00258460764E-3	6.037070321481E-1	6.453116877062E-3	2.356371950764E-5	6.902270661631E-1	-1.860080749594E3	4.414795845578E0	1.304443911563E1	5.426554471459E1	1.11659985038E1	2.231966207651E0	23	60	242	102	14	0	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1.078824341089E0	1.816001993477E-1	2.388726585882E-1	6.26501970927E-1	9.040997447259E-1	5.131186655249E-1	8.14260243973E-1	1.159785979865E0	2.161471337201E0	1.47387858187E0	2.74837883516E-1	4.200193230986E-2	1.466249650158E0	3.964385274121E-1	1.37834494233E0	2.925628746253E-1	0E0	1.816001993477E-1	0E0	6.26501970927E-1	0E0	0E0	8.14260243973E-1	1.159785979865E0	0E0	1.47387858187E0	2.74837883516E-1	4.200193230986E-2	1.466249650158E0	3.964385274121E-1	0E0	2.419287991892E-1	2.889728610334E-1	1.99246169923E-1	2.698521698544E-1	
7000000	-2.077526798169E4	-1.883956344982E4	-1.935704531863E3	-1.853773955399E4	9.237745431218E0	2.831981092269E-1	1.841093928227E1	6.315581180178E-3	6.492300094872E-1	5.675346273596E-3	1.361184262434E-5	6.337126550376E-1	-1.894437024089E3	4.548981593589E0	1.682050743511E1	5.921053618835E1	1.003745469277E1	1.830422591935E0	23	54	237	120	7	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	3.38005786114E-1	1.322028232442E-1	1.231451653363E0	1.146851208421E0	7.332027391391E-1	1.52949920597E0	1.778265844442E0	1.651559028342E0	2.032475325132E0	1.281602353071E0	1.180535869219E0	3.565502299291E-1	2.129305227284E0	4.807644979541E-1	5.519997760486E-1	2.988260801085E-1	0E0	0E0	0E0	1.146851208421E0	0E0	0E0	1.778265844442E0	1.651559028342E0	0E0	1.281602353071E0	1.180535869219E0	3.565502299291E-1	2.129305227284E0	4.807644979541E-1	0E0	2.402746616172E-1	2.827464317783E-1	1.997714632466E-1	2.772074433579E-1	
8000000	-2.080768924908E4	-1.885912559785E4	-1.948563651224E3	-1.854529223276E4	8.84347046012E0	2.677095468781E-1	1.863940864549E1	6.071727388595E-3	6.335663079859E-1	5.868701280703E-3	1.972917549792E-5	7.127118314411E-1	-1.903702848103E3	3.645457650254E0	1.834596674082E1	6.091659801136E1	1.653409152043E1	1.9605150075E0	21	63	223	117	17	0	0	1	1	0	0	1	1	0	1	1	0	1	1	0	3.216872331415E0	3.247943525658E-1	2.332331838841E-1	1.7780516209E0	1.555944811392E0	1.544650736286E0	1.662714513872E0	1.809743322699E0	9.52927283055E-1	1.479423741302E0	1.039184674825E0	6.745243128973E-1	5.912164887983E-1	8.084760514552E-1	6.886079533649E-1	3.578871153877E-1	0E0	0E0	2.332331838841E-1	1.7780516209E0	0E0	0E0	1.662714513872E0	1.809743322699E0	0E0	1.479423741302E0	1.039184674825E0	0E0	5.912164887983E-1	8.084760514552E-1	0E0	2.334797175608E-1	2.862020792681E-1	1.928878637044E-1	2.874303394666E-1	
9000000	-2.080589688725E4	-1.885093510095E4	-1.954961786294E3	-1.854569470586E4	9.706513133895E0	2.613271248601E-1	1.834042025925E1	5.738576986585E-3	7.049361748877E-1	5.461957746127E-3	2.101679050121E-5	7.842420289258E-1	-1.911007225664E3	8.635063676775E0	1.621275188006E1	6.809419245096E1	1.767307491589E1	2.448714692727E0	22	66	195	137	21	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	3.916160071958E-1	7.327070284034E-1	2.464365174819E0	1.53385993937E0	6.098904733014E-1	2.554456489745E-1	1.841390920916E0	1.335210292179E0	1.552880019514E0	2.105697255974E0	1.676531697855E0	1.384630224273E-1	1.832165827946E0	4.025181418309E-1	9.5769307915E-2	2.606621718909E-1	0E0	0E0	0E0	1.53385993937E0	0E0	0E0	1.841390920916E0	1.335210292179E0	0E0	2.105697255974E0	1.676531697855E0	0E0	1.832165827946E0	4.025181418309E-1	9.5769307915E-2	2.451463116795E-1	2.783810705923E-1	1.881589567222E-1	2.88313661006E-1	
10000000	-2.079544945739E4	-1.886926532508E4	-1.926184132316E3	-1.855986504599E4	8.868097751976E0	2.92428100719E-1	1.990854514173E1	6.778824486867E-3	6.419067153639E-1	6.473930265046E-3	2.402369661918E-5	6.955107303634E-1	-1.882263500266E3	2.933262334029E0	1.542713525162E1	7.029092255636E1	1.622221680274E1	1.116736976574E0	18	60	201	144	18	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	5.790346718124E-1	3.220132844091E-1	2.657410528058E-1	1.25666900331E0	1.656679019114E0	4.860453813605E-1	1.518639270783E0	9.709179639441E-1	5.110288590044E-1	1.949803015699E0	1.927681577685E-1	1.511579926452E0	3.637916071215E0	9.031487536836E-1	1.420727903728E0	3.011642251774E-1	0E0	3.220132844091E-1	0E0	1.25666900331E0	0E0	0E0	1.518639270783E0	9.709179639441E-1	0E0	1.949803015699E0	1.927681577685E-1	0E0	3.637916071215E0	9.031487536836E-1	0E0	2.216852124584E-1	2.902958787899E-1	1.886511866418E-1	2.993677221098E-1	
11000000	-2.076038238674E4	-1.882339948551E4	-1.936982901235E3	-1.851370292242E4	8.29641313129E0	2.901590184501E-1	1.965611184118E1	6.771580128279E-3	6.575690265305E-1	6.336134847195E-3	2.101164203695E-5	6.855323092177E-1	-1.896822195818E3	2.708042913183E0	1.46261799981E1	5.594563117155E1	1.393373021616E1	2.058773314381E0	19	55	237	113	17	0	1	0	1	0	0	1	1	1	1	1	1	1	1	0	3.900952914655E-1	4.335663370072E-1	1.23709232059E0	8.734911506873E-1	6.559736574393E-1	4.065566723393E-1	1.014816065234E0	1.594948975291E0	4.568073620016E-1	6.82422897972E-1	1.183213296816E0	1.891621954195E-1	8.396121046678E-1	5.317128780137E-1	2.742279178854E-1	2.94195381872E-1	0E0	4.335663370072E-1	0E0	8.734911506873E-1	0E0	0E0	1.014816065234E0	1.594948975291E0	4.568073620016E-1	6.82422897972E-1	1.183213296816E0	1.891621954195E-1	8.396121046678E-1	5.317128780137E-1	0E0	2.5116450326E-1	2.718972546556E-1	1.959647974397E-1	2.809734446447E-1	
12000000	-2.080904488525E4	-1.886569107837E4	-1.943353806882E3	-1.855773952404E4	8.584475539933E0	2.938873608562E-1	2.018555857718E1	6.550068297324E-3	5.82327233341E-1	6.224751657557E-3	1.560253592438E-5	6.153367939343E-1	-1.89952224928E3	2.049203860211E0	1.371460720221E1	6.058116094598E1	1.634296956816E1	1.421550540579E0	14	68	229	118	12	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	5.235695497142E-3	7.81810117342E-1	1.445423166087E0	1.760837236696E0	2.704962277906E0	8.602038100386E-2	1.202928766636E0	2.75730581232E0	1.572955130824E-2	1.368646394236E0	5.606313278366E-1	9.211557528042E-2	1.140472289701E0	6.481572562071E-1	4.159247978891E-1	3.307272789412E-1	0E0	0E0	0E0	1.760837236696E0	0E0	0E0	1.202928766636E0	2.75730581232E0	1.572955130824E-2	1.368646394236E0	5.606313278366E-1	9.211557528042E-2	1.140472289701E0	6.481572562071E-1	0E0	2.388825634969E-1	2.806886719618E-1	1.982494458111E-1	2.821793187302E-1	
13000000	-2.070509455545E4	-1.882477298453E4	-1.88032157092E3	-1.851425888109E4	8.390293854327E0	3.165963771898E-1	1.745173014182E1	6.951880216701E-3	6.388237580304E-1	6.497433664134E-3	2.436780423721E-5	6.88185720777E-1	-1.845201085378E3	1.766156662817E0	1.11625385481E1	5.10493256488E1	1.011017140418E1	1.008952149262E0	13	67	249	102	10	0	0	0	1	0	0	1	1	0	1	0	1	1	1	0	2.195536025625E0	1.783136741677E-1	3.465298771583E-1	7.309673967201E-1	1.613926952113E0	9.761846368736E-1	4.124052720208E-1	9.091906396234E-1	5.618064940284E-1	7.18606542479E-1	1.158151715303E0	1.425991365832E-1	7.228859186857E-1	6.756525264948E-2	4.296925899522E-1	3.310158497984E-1	0E0	0E0	0E0	7.309673967201E-1	0E0	0E0	4.124052720208E-1	9.091906396234E-1	0E0	7.18606542479E-1	0E0	1.425991365832E-1	7.228859186857E-1	6.756525264948E-2	0E0	2.465640102481E-1	2.612901878344E-1	1.940155957567E-1	2.981302061608E-1	
14000000	-2.083787558526E4	-1.887643889955E4	-1.961436685712E3	-1.857061218979E4	8.798031285163E0	2.811734450605E-1	1.94498479666E1	6.160907068263E-3	5.21833688445E-1	6.015082221486E-3	1.316822699573E-5	5.742355850159E-1	-1.919465862564E3	3.957781172571E0	1.329897734224E1	6.720242526446E1	1.004058350056E1	1.261331373337E0	17	53	249	115	7	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1.172635652941E0	3.24749532332E-1	5.006724666524E-1	5.390141692186E-1	4.989695735548E-3	6.248717109138E-1	1.586463431267E0	1.41520577636E0	1.051123133752E0	1.923841476544E0	5.881333319453E-1	1.435966419861E0	8.856098196513E-1	5.606149242311E-1	3.2301066584E-1	2.224184605688E-1	0E0	0E0	5.006724666524E-1	5.390141692186E-1	0E0	6.248717109138E-1	1.586463431267E0	1.41520577636E0	1.051123133752E0	1.923841476544E0	5.881333319453E-1	0E0	8.856098196513E-1	5.606149242311E-1	0E0	2.379662254159E-1	2.73249404358E-1	1.873844805945E-1	3.013998896316E-1	
15000000	-2.082530664275E4	-1.887639860417E4	-1.948908038576E3	-1.856657902364E4	8.548554434626E0	2.829270301026E-1	2.005531662844E1	6.605703592354E-3	6.840665473373E-1	5.988653025568E-3	2.224373825754E-5	7.353311836078E-1	-1.906111143828E3	3.850855186878E0	1.179822642043E1	6.869757844056E1	1.852142254683E1	7.611781541491E-1	19	65	229	108	20	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	6.41545815371E-1	1.624587429486E-1	1.517956218587E0	1.132831899358E0	1.087050947665E0	1.186379024393E0	1.040165111567E0	1.690927352335E0	1.506650719917E-1	1.407251707262E0	1.036579685172E0	4.461051560724E-1	2.131552765325E0	8.132890704847E-1	1.534942394152E-1	3.165649010291E-1	0E0	0E0	0E0	1.132831899358E0	0E0	0E0	1.040165111567E0	1.690927352335E0	1.506650719917E-1	1.407251707262E0	1.036579685172E0	4.461051560724E-1	2.131552765325E0	8.132890704847E-1	0E0	2.511310049928E-1	2.791286550778E-1	1.963393397631E-1	2.734010001663E-1	
16000000	-2.088335709402E4	-1.887578338479E4	-2.007573709229E3	-1.856249986662E4	1.003156809901E1	2.949485260273E-1	1.942771264416E1	6.06278833838E-3	5.306698976772E-1	5.663555491521E-3	1.086179834924E-5	5.597868212777E-1	-1.970512385549E3	9.013858252825E0	1.997862369656E1	6.486219816251E1	1.251136357054E1	2.091601839904E0	16	71	249	89	16	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	3.97076524107E0	2.493574865326E-1	6.23521356212E-1	6.569771525521E-1	7.548915618865E-2	1.463900165972E-2	5.150035920228E-1	9.747356711066E-1	1.659899333082E-1	1.089286430535E0	1.387289140627E-1	7.173433203822E-1	7.448075358181E-1	3.377514692966E-1	6.572408183972E-2	2.776674829423E-1	0E0	0E0	0E0	6.569771525521E-1	0E0	1.463900165972E-2	5.150035920228E-1	9.747356711066E-1	1.659899333082E-1	1.089286430535E0	1.387289140627E-1	0E0	7.448075358181E-1	3.377514692966E-1	0E0	2.552191104471E-1	2.720824739689E-1	1.915009561653E-1	2.811974594187E-1	
17000000	-2.086421885087E4	-1.88827300011E4	-1.981488849769E3	-1.857143189566E4	9.065681953295E0	2.596389721818E-1	1.99755436612E1	5.872524158621E-3	5.931849399506E-1	5.707484906414E-3	1.559622503206E-5	6.621141650689E-1	-1.942756020412E3	6.936902826988E0	1.476737920753E1	6.574468099753E1	1.857850304593E1	1.684743676279E0	28	56	222	113	22	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	5.461083048263E-2	6.393635835365E-1	2.111327441524E-1	3.223896891869E-1	2.496797901137E0	4.959996861252E-1	4.375543887166E-1	3.385388035388E-1	2.924589968919E0	7.984057266144E-1	5.553395567074E-1	1.037248103298E0	3.729274474616E-1	2.752693677062E-1	1.365455862673E0	2.988028800027E-1	5.461083048263E-2	0E0	0E0	3.223896891869E-1	0E0	0E0	4.375543887166E-1	3.385388035388E-1	0E0	7.984057266144E-1	5.553395567074E-1	0E0	3.729274474616E-1	2.752693677062E-1	0E0	2.476847729227E-1	2.867930993885E-1	1.815900486666E-1	2.839320790222E-1	
18000000	-2.080156632037E4	-1.888596351999E4	-1.915602800383E3	-1.85682467361E4	8.699892503395E0	2.698500042275E-1	1.874546151693E1	5.938111643052E-3	5.350014253947E-1	5.467554936921E-3	9.636604068189E-6	5.484395518662E-1	-1.871607358799E3	2.040886105638E0	9.588398534926E0	6.029677229759E1	1.12063275599E1	3.221675242761E0	12	62	238	112	17	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	2.033033309062E-1	1.877074463638E-1	7.929539957143E-1	1.2479225859E0	2.191838334016E0	1.90458818535E0	1.591241740227E0	1.939314648193E0	9.258564589124E-2	4.735346781325E-1	1.037168572203E0	3.432723649132E-1	5.577694070644E-1	3.898070025636E-1	4.17385688745E-1	2.576928929763E-1	0E0	0E0	0E0	1.2479225859E0	0E0	0E0	1.591241740227E0	1.939314648193E0	9.258564589124E-2	4.735346781325E-1	1.037168572203E0	3.432723649132E-1	5.577694070644E-1	3.898070025636E-1	4.17385688745E-1	2.384847142396E-1	2.92438153761E-1	1.994615839605E-1	2.696155480388E-1	
19000000	-2.083870281582E4	-1.889127096889E4	-1.947431846932E3	-1.858515410435E4	8.181816668827E0	2.657890268404E-1	1.979226359661E1	6.454986121991E-3	5.268967746326E-1	6.137035593175E-3	1.127530834616E-5	5.325809636443E-1	-1.901735555855E3	2.847426419431E0	1.659211261665E1	5.72583982721E1	1.189495041685E1	1.110970759525E0	23	55	253	99	11	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	6.262554597806E-1	1.198054610703E-2	7.384610515326E-1	2.311912572224E0	1.842510510507E-1	1.211254669093E0	1.777565898643E0	3.677818712278E0	2.913945223311E-1	7.371541779195E-1	7.970847305151E-1	2.524094817893E-1	1.638692279964E0	9.787504027273E-1	3.299708738099E0	2.383997399148E-1	0E0	0E0	0E0	2.311912572224E0	0E0	0E0	1.777565898643E0	3.677818712278E0	2.913945223311E-1	7.371541779195E-1	7.970847305151E-1	2.524094817893E-1	1.638692279964E0	9.787504027273E-1	0E0	2.470529598213E-1	2.704313421859E-1	2.053738939343E-1	2.771418040585E-1	
20000000	-2.084507231553E4	-1.888186709715E4	-1.963205218377E3	-1.858545984341E4	9.654091086872E0	2.59406671987E-1	1.773057042467E1	5.812419420802E-3	5.174584680954E-1	5.653011901709E-3	1.043479115443E-5	5.470212259798E-1	-1.920959305891E3	3.87319342373E0	1.725422461304E1	6.179193193471E1	1.39935591883E1	1.074983166484E0	14	61	235	121	10	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	8.050296875379E-1	1.011729601075E0	3.586248212902E-1	1.105205205703E0	2.344907466435E-1	3.100957328142E-1	1.020946692303E0	1.370554351474E0	1.470328422657E-1	1.356741467056E0	9.181451808437E-1	1.991460158563E-1	1.443450177016E0	4.622687629464E-1	1.71853049525E0	2.741561188108E-1	0E0	0E0	0E0	1.105205205703E0	0E0	3.100957328142E-1	1.020946692303E0	1.370554351474E0	1.470328422657E-1	1.356741467056E0	9.181451808437E-1	1.991460158563E-1	1.443450177016E0	4.622687629464E-1	0E0	2.511106291326E-1	2.77825398839E-1	2.022016502065E-1	2.688623218219E-1	
21000000	-2.073136650254E4	-1.884272793528E4	-1.888638567259E3	-1.85418661922E4	8.672047006686E0	2.859953134317E-1	1.900749439532E1	7.240754028277E-3	5.773803211607E-1	6.794542726641E-3	1.941399826159E-5	6.232231120474E-1	-1.853305755711E3	4.15702227991E0	1.840728030126E1	5.199972939977E1	1.028134162796E1	1.506027092675E0	23	60	239	112	7	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	6.57840607149E-1	3.740627288213E0	5.101789832559E-1	3.837688751495E-1	4.713709443941E-1	8.550738192729E-1	7.049940695785E-1	3.124008157559E-1	1.776853007852E0	8.815132748281E-1	1.844307113963E-1	1.185118063067E-2	4.439390691337E-1	4.896845307729E-2	2.132564070408E-1	3.249342310893E-1	0E0	0E0	0E0	3.837688751495E-1	0E0	0E0	7.049940695785E-1	3.124008157559E-1	0E0	8.815132748281E-1	1.844307113963E-1	1.185118063067E-2	4.439390691337E-1	4.896845307729E-2	0E0	2.411907159283E-1	2.793505823922E-1	1.972848390919E-1	2.821738625877E-1	
22000000	-2.075470566542E4	-1.88387807816E4	-1.915924883822E3	-1.854122853321E4	9.521323057547E0	2.852403998803E-1	2.073864901822E1	7.382843912849E-3	6.143685900887E-1	6.657620467025E-3	2.164485237054E-5	6.518225767678E-1	-1.872624385441E3	2.075162059882E0	1.313811147014E1	5.144508316418E1	1.565077351909E1	1.798917896521E0	12	67	235	115	12	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	2.99073368088E0	2.533152495774E0	1.291664143485E0	6.561838062006E-1	3.991838247665E-1	6.313555114575E-1	1.717078718868E0	5.510391787901E-1	4.310888343166E-1	8.819973147022E-1	3.152852694404E-1	1.740138325735E0	1.726520137181E0	2.087930122207E-1	2.371654960533E0	3.210613891284E-1	0E0	0E0	0E0	6.561838062006E-1	0E0	0E0	1.717078718868E0	5.510391787901E-1	0E0	8.819973147022E-1	3.152852694404E-1	0E0	1.726520137181E0	2.087930122207E-1	0E0	2.438527958822E-1	2.931742750164E-1	2.004390658524E-1	2.62533863249E-1	
23000000	-2.075349105468E4	-1.886132371692E4	-1.892167337764E3	-1.856028251447E4	9.179054890329E0	2.785565492223E-1	1.887769989753E1	6.890217684102E-3	6.406115795815E-1	6.370737001939E-3	2.00175311782E-5	6.60905611596E-1	-1.854293161914E3	3.64501968711E0	1.255747495085E1	5.094008571837E1	1.774384808467E1	1.3520695993E0	23	58	248	89	23	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	5.717283534995E-1	5.435580214088E-2	4.205948265415E-1	1.757059873903E0	2.316303478171E0	1.579955957124E-1	1.247609972437E0	1.136796057567E0	6.43732220253E-1	2.934801861214E0	1.088459983691E-1	1.882758708256E-1	2.406608637071E0	6.236499253296E-1	1.369107084019E0	3.707624263385E-1	0E0	0E0	0E0	1.757059873903E0	0E0	0E0	1.247609972437E0	1.136796057567E0	0E0	2.934801861214E0	0E0	0E0	2.406608637071E0	6.236499253296E-1	0E0	2.492017611616E-1	2.743216518472E-1	1.999258306006E-1	2.765507563906E-1	
24000000	-2.077580062377E4	-1.88590816421E4	-1.916718981672E3	-1.855771995122E4	8.799435606543E0	2.914919712142E-1	1.868852754449E1	6.595731937562E-3	5.503385641602E-1	6.383981792267E-3	1.350794795168E-5	5.631302332972E-1	-1.87177025304E3	4.325949351325E0	1.521676700659E1	4.931225649004E1	1.159511999395E1	1.574072230726E0	21	56	239	107	18	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	8.411003833773E-1	1.168578905893E0	5.351717432264E-1	1.727661218027E0	4.262515387777E-1	2.264208777858E-1	2.277244703853E0	1.797462956106E0	2.00138765671E-1	1.851745968688E0	5.448312365333E-1	2.611192563839E-1	2.380230262149E0	9.185544635587E-1	2.569618114304E0	3.396372647929E-1	0E0	0E0	0E0	1.727661218027E0	4.262515387777E-1	0E0	2.277244703853E0	1.797462956106E0	2.00138765671E-1	1.851745968688E0	5.448312365333E-1	2.611192563839E-1	2.380230262149E0	9.185544635587E-1	0E0	2.463188880333E-1	2.786309524871E-1	1.95559956654E-1	2.794902028256E-1	
