Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5	indicators1	indicators2	indicators3	indicators4	indicators5	indicators6	indicators7	indicators8	indicators9	indicators10	indicators11	indicators12	indicators13	indicators14	indicators15	rates1	rates2	rates3	rates4	rates5	rates6	rates7	rates8	rates9	rates10	rates11	rates12	rates13	rates14	rates15	traitClockRate.location	geoSubstModelLogger.location.relGeoRate_Africa_Asia	geoSubstModelLogger.location.relGeoRate_Africa_Europe	geoSubstModelLogger.location.relGeoRate_Africa_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Africa_Oceania	geoSubstModelLogger.location.relGeoRate_Africa_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Asia_Europe	geoSubstModelLogger.location.relGeoRate_Asia_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Asia_Oceania	geoSubstModelLogger.location.relGeoRate_Asia_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Europe_NorthAmerica	geoSubstModelLogger.location.relGeoRate_Europe_Oceania	geoSubstModelLogger.location.relGeoRate_Europe_SouthAmerica	geoSubstModelLogger.location.relGeoRate_NorthAmerica_Oceania	geoSubstModelLogger.location.relGeoRate_NorthAmerica_SouthAmerica	geoSubstModelLogger.location.relGeoRate_Oceania_SouthAmerica	freqParameter.norovirus1	freqParameter.norovirus2	freqParameter.norovirus3	freqParameter.norovirus4	
957000000	-2.083962745385E4	-1.89137815093E4	-1.925845944542E3	-1.860453727065E4	8.03917184742E0	2.88805560729E-1	1.733794073156E1	6.210900010593E-3	6.410851867615E-1	5.871516675222E-3	1.737677505142E-5	6.802560028429E-1	-1.884639277016E3	3.444730169693E0	1.774775415288E1	6.208534540129E1	1.803213980091E1	6.182898082054E-1	20	63	219	126	13	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1.129891364113E0	9.558601553461E-1	1.123141690806E0	1.837167608465E0	9.926211710439E-1	6.256131859534E-2	2.843305215395E0	1.613558427081E-2	2.811306818609E-1	1.106800223942E0	1.420333873412E0	2.841256590384E-1	2.632316776864E0	3.043782076922E-1	5.786044032868E-3	2.535673047103E-1	0E0	0E0	1.123141690806E0	0E0	0E0	0E0	2.843305215395E0	0E0	2.811306818609E-1	1.106800223942E0	1.420333873412E0	2.841256590384E-1	2.632316776864E0	3.043782076922E-1	0E0	2.355404497843E-1	2.865026084352E-1	2.043123672584E-1	2.736445745221E-1	
958000000	-2.073421708543E4	-1.884455238991E4	-1.889664695525E3	-1.853196838686E4	9.126110662799E0	2.796878125296E-1	1.792937145765E1	6.668301249982E-3	6.862769712574E-1	6.197188288107E-3	2.248287226119E-5	7.190384585289E-1	-1.850031307815E3	3.199470315051E0	1.429917274276E1	4.754332437775E1	1.751764328142E1	2.769246119675E0	23	57	229	109	23	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1.978694509411E0	7.711683045129E-2	1.40368533699E-1	7.761159806723E-1	2.202078456948E0	1.358484025411E-1	6.390909675893E-1	2.073117307526E0	2.522696301677E-1	1.134754368488E0	3.649049100288E-1	1.569179139038E-1	1.681173945067E0	3.637551653132E-1	1.159034849337E0	3.781698074263E-1	0E0	0E0	1.40368533699E-1	7.761159806723E-1	0E0	0E0	6.390909675893E-1	2.073117307526E0	2.522696301677E-1	1.134754368488E0	3.649049100288E-1	0E0	1.681173945067E0	3.637551653132E-1	0E0	2.240083191727E-1	2.956557639149E-1	2.029585436892E-1	2.773773732233E-1	
959000000	-2.073829746478E4	-1.886428246485E4	-1.874014999929E3	-1.85570403875E4	8.200362543562E0	2.72339007444E-1	1.811494090406E1	6.603385776556E-3	5.993993992985E-1	6.293315624376E-3	1.793973468779E-5	6.372861184329E-1	-1.840388586492E3	3.650594125189E0	1.259557115377E1	5.427259403064E1	1.465320092844E1	7.393354166214E-1	18	62	232	114	15	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1.438423093223E-1	1.003239085893E0	3.017740163235E-2	9.504036526311E-1	1.834036526249E-1	4.82444775446E-1	1.090990621017E0	1.031874708791E0	1.411291655849E-1	4.576108010236E-1	5.332954057686E-1	3.189085791547E-1	4.012619632712E-1	1.869704925173E-1	6.692169695921E-1	2.687565748171E-1	0E0	0E0	0E0	9.504036526311E-1	0E0	0E0	1.090990621017E0	1.031874708791E0	1.411291655849E-1	4.576108010236E-1	5.332954057686E-1	3.189085791547E-1	4.012619632712E-1	1.869704925173E-1	0E0	2.567862416041E-1	2.802824169633E-1	1.913302152621E-1	2.716011261705E-1	
960000000	-2.07437833648E4	-1.885958922865E4	-1.88419413615E3	-1.854053365122E4	8.205015389904E0	3.158743859175E-1	2.056973199927E1	6.997401776326E-3	6.108527103008E-1	6.625785708335E-3	1.930112724089E-5	6.429117803972E-1	-1.844104625339E3	2.9377067278E0	1.430332398781E1	5.329303043564E1	1.125614706236E1	2.211317099264E0	14	66	229	119	13	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	6.00123237475E-1	5.24576949914E-1	1.675277820264E0	9.663118802369E-1	1.768137974432E-1	2.245445946855E-1	4.626594737645E-1	1.899233657186E0	4.413969907464E-1	1.416322805152E0	2.306380478431E-1	9.804306351963E-1	2.351898428569E0	6.76429913711E-1	8.093449901678E-1	3.014887970788E-1	0E0	0E0	0E0	9.663118802369E-1	1.768137974432E-1	0E0	4.626594737645E-1	1.899233657186E0	4.413969907464E-1	1.416322805152E0	2.306380478431E-1	0E0	2.351898428569E0	6.76429913711E-1	0E0	2.341400175513E-1	2.779779356364E-1	2.058756630338E-1	2.820063837786E-1	
961000000	-2.075892513453E4	-1.888998808611E4	-1.868937048422E3	-1.857864686857E4	7.670179961128E0	3.015733805219E-1	2.069625873255E1	7.070658513953E-3	6.512393425173E-1	6.966069506348E-3	2.468030084781E-5	6.86921418223E-1	-1.830903268158E3	2.35645807736E0	1.579568729939E1	5.527249639714E1	1.522022127877E1	2.270278917378E0	26	50	230	109	26	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	7.912053244697E-1	3.496395538001E-1	2.127138728234E-1	7.318204996259E-1	8.161837444684E-1	3.197954243128E-1	9.943435200161E-1	1.598187547426E0	2.893705305671E-1	7.02214007631E-1	5.709494489947E-1	2.301894797412E-1	1.492060587524E0	3.556526281878E-1	1.603928156099E-1	2.904525559491E-1	0E0	0E0	0E0	7.318204996259E-1	0E0	3.197954243128E-1	9.943435200161E-1	1.598187547426E0	2.893705305671E-1	7.02214007631E-1	5.709494489947E-1	0E0	1.492060587524E0	3.556526281878E-1	0E0	2.287501074019E-1	2.85409438712E-1	1.995103957697E-1	2.863300581164E-1	
962000000	-2.070373370872E4	-1.88260819027E4	-1.877651806026E3	-1.851815678937E4	9.83864873017E0	2.798024762958E-1	1.983553294046E1	6.765373452592E-3	6.424218061863E-1	6.286898560443E-3	2.12952608266E-5	6.790984446731E-1	-1.838849156397E3	2.741362812627E0	1.05796118332E1	4.998143313076E1	1.012926373277E1	2.099528469222E0	22	48	244	114	13	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	9.820139328032E-1	5.312269596469E-1	3.00832507728E0	9.021304471319E-1	2.271199826052E0	1.132226908111E0	4.47200682719E-1	1.677779457355E0	1.012474639716E0	2.753546969347E-1	3.681961270112E-1	3.90515154063E-2	1.123669602666E0	7.374483452771E-1	1.461046053144E0	3.238342134476E-1	0E0	0E0	0E0	9.021304471319E-1	0E0	0E0	4.47200682719E-1	1.677779457355E0	0E0	2.753546969347E-1	3.681961270112E-1	0E0	1.123669602666E0	7.374483452771E-1	0E0	2.541836007624E-1	2.734484577027E-1	1.974389862852E-1	2.749289552497E-1	
963000000	-2.085625323899E4	-1.890226265834E4	-1.953990580652E3	-1.859457129986E4	9.662913016767E0	3.054931300999E-1	2.041690216342E1	6.774356989241E-3	5.460088557527E-1	6.380241499217E-3	1.335208897815E-5	5.572529245357E-1	-1.90762139398E3	3.438060184151E0	1.593293109503E1	6.52147542211E1	1.404938783165E1	2.15365221733E0	23	55	218	128	17	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1.929955162407E-1	1.239411045525E0	1.912484944262E0	2.547819773401E0	1.190930815405E-2	2.54662933118E-2	1.355990419465E0	4.216559178699E0	1.872612093425E-1	1.696288185355E0	1.554237866218E0	4.807059182041E-1	2.548690106498E0	7.176266704165E-1	3.987417040775E-1	2.35218099754E-1	0E0	0E0	0E0	2.547819773401E0	0E0	0E0	1.355990419465E0	4.216559178699E0	1.872612093425E-1	1.696288185355E0	1.554237866218E0	4.807059182041E-1	2.548690106498E0	7.176266704165E-1	0E0	2.379805809697E-1	2.934802804648E-1	1.81979069087E-1	2.865600694785E-1	
964000000	-2.073735659316E4	-1.881671843895E4	-1.920638154215E3	-1.851521698907E4	8.724758750167E0	2.813311456774E-1	1.874250685799E1	6.560200717374E-3	6.469919835491E-1	6.211403004134E-3	2.013750876274E-5	7.077612850843E-1	-1.877319002838E3	2.836195005783E0	1.373261940218E1	5.068436223822E1	1.387675645501E1	1.677254160247E0	18	61	238	105	19	0	0	1	1	0	0	1	1	0	1	1	1	1	1	0	6.924764341343E-1	6.865929329102E-1	1.035199264591E0	1.396115212004E0	4.108748837757E-1	2.007591939229E0	2.612598402114E0	1.668561614983E0	4.481529126018E-1	1.347404937699E0	1.436031447832E0	3.48856616213E-1	1.330824133473E0	5.806225391074E-1	7.510673827997E-1	2.51640404627E-1	0E0	0E0	1.035199264591E0	1.396115212004E0	0E0	0E0	2.612598402114E0	1.668561614983E0	0E0	1.347404937699E0	1.436031447832E0	3.48856616213E-1	1.330824133473E0	5.806225391074E-1	0E0	2.450384234754E-1	2.759385461584E-1	2.087885138138E-1	2.702345165525E-1	
965000000	-2.078864807145E4	-1.888120174684E4	-1.907446324611E3	-1.857258374264E4	8.341215572836E0	2.861852138037E-1	1.648560825108E1	6.956179802242E-3	6.550832667071E-1	6.483565725992E-3	2.438178426968E-5	7.193702412806E-1	-1.867290661446E3	3.943723117631E0	1.791919097559E1	5.73830883349E1	1.35953357888E1	1.14133514952E0	26	56	245	96	18	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	6.595925063522E-1	1.073839537129E0	1.540538656098E0	1.474695036329E0	1.33404373375E0	1.785994925558E-1	2.024293515575E0	9.943421401488E-1	2.027680339307E0	1.255762075518E0	6.020584355173E-1	3.743553398797E-1	2.176561479361E0	9.958572760257E-1	2.541187837675E-1	2.949932707164E-1	0E0	0E0	0E0	1.474695036329E0	0E0	0E0	2.024293515575E0	9.943421401488E-1	0E0	1.255762075518E0	6.020584355173E-1	0E0	2.176561479361E0	9.958572760257E-1	0E0	2.45030576892E-1	2.740249315862E-1	2.095835349708E-1	2.713609565511E-1	
966000000	-2.079272039164E4	-1.886399972572E4	-1.928720665916E3	-1.855197217463E4	9.17147798666E0	2.904819776435E-1	1.771587467916E1	6.747262463477E-3	5.462194222064E-1	6.280651350593E-3	1.571339765394E-5	6.110300081826E-1	-1.892040998389E3	3.28376638494E0	1.0094496664E1	5.335861633379E1	2.038857119787E1	2.259113561802E0	22	51	248	99	21	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1.970740148399E-1	1.095850954463E0	1.794820105951E0	7.528194718497E-1	2.702753351109E-1	1.732681848969E-2	9.500106935898E-1	1.823943053275E0	2.116472615427E-1	1.426170012052E0	6.417857218672E-1	1.512757394023E0	7.862737602421E-1	4.515403277562E-1	1.014939425923E-1	2.957447818703E-1	0E0	0E0	0E0	7.528194718497E-1	0E0	0E0	9.500106935898E-1	1.823943053275E0	2.116472615427E-1	1.426170012052E0	6.417857218672E-1	0E0	7.862737602421E-1	4.515403277562E-1	0E0	2.382626372728E-1	2.812515319136E-1	1.955546684133E-1	2.849311624003E-1	
967000000	-2.07895946831E4	-1.885584624337E4	-1.933748439733E3	-1.853604799289E4	7.925731881356E0	2.590266997495E-1	2.026396698145E1	6.105714481807E-3	6.106389750336E-1	5.883982360015E-3	1.761718130987E-5	6.668440689999E-1	-1.885313069189E3	3.09729637719E0	1.338500572009E1	6.598319886341E1	1.536146925727E1	4.930857766001E0	24	53	226	118	20	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1.621472777925E-1	8.542238557846E-1	3.941020590984E0	8.325111858622E-1	1.464085418558E0	4.841874706999E-2	1.772300791126E0	2.79603392781E0	1.885322140475E-1	1.110069602635E0	1.332966571566E0	7.827107300803E-1	8.002779328615E-1	2.029598262599E-1	1.526106636349E0	2.885600628247E-1	1.621472777925E-1	0E0	0E0	8.325111858622E-1	0E0	0E0	1.772300791126E0	2.79603392781E0	1.885322140475E-1	1.110069602635E0	1.332966571566E0	7.827107300803E-1	8.002779328615E-1	2.029598262599E-1	0E0	2.406983357681E-1	2.716651561723E-1	1.929261224402E-1	2.947103856194E-1	
968000000	-2.07470958191E4	-1.886096132794E4	-1.886134491159E3	-1.854470690149E4	8.848034650528E0	2.670535430176E-1	1.861427966796E1	6.954324919509E-3	6.774090904114E-1	6.464516086234E-3	2.266363928111E-5	6.899812379404E-1	-1.846379832135E3	5.112635891108E0	1.639866240508E1	5.463066283557E1	1.311848564618E1	9.97392033782E-1	23	58	232	111	17	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	6.028517250833E-1	4.585166792031E-1	3.90140253601E-1	1.14062314567E0	1.376263549431E0	2.087307351828E-1	2.105374143419E0	5.698725235768E-1	5.251108369437E-2	1.192196311304E0	5.215539423103E-1	8.812449160382E-1	3.675114396926E0	1.558628098737E-1	4.533252837189E-1	4.032337873602E-1	0E0	0E0	0E0	1.14062314567E0	0E0	0E0	2.105374143419E0	5.698725235768E-1	5.251108369437E-2	1.192196311304E0	5.215539423103E-1	8.812449160382E-1	3.675114396926E0	1.558628098737E-1	0E0	2.458448120753E-1	2.77447491474E-1	1.837429814409E-1	2.929647150098E-1	
969000000	-2.080595297975E4	-1.887820373293E4	-1.927749246825E3	-1.856563666214E4	8.973412420737E0	2.919789296995E-1	1.694082718821E1	6.451043715137E-3	6.496101168159E-1	6.169943476842E-3	1.948872179443E-5	6.889918375396E-1	-1.892643042831E3	2.277176601989E0	1.405554859504E1	5.774069650452E1	1.699605185265E1	1.399110559957E0	16	70	224	110	21	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1.731935427278E-1	3.915217893995E-1	3.030437981698E-1	7.780700308911E-1	1.279389189883E0	6.786220471962E-2	5.769138289631E-1	6.607136506498E-1	1.799139965725E-1	3.616631028779E-1	3.590544499705E-1	7.950421995878E-1	6.624279321459E-1	4.124385173404E-1	1.647824489605E0	3.541580113268E-1	0E0	0E0	0E0	7.780700308911E-1	0E0	6.786220471962E-2	5.769138289631E-1	6.607136506498E-1	0E0	3.616631028779E-1	3.590544499705E-1	0E0	6.624279321459E-1	4.124385173404E-1	0E0	2.454302931538E-1	2.821982840701E-1	1.961175410843E-1	2.762538816918E-1	
970000000	-2.080684465526E4	-1.885717844897E4	-1.949666206295E3	-1.855009988035E4	9.069048606792E0	3.063017319114E-1	1.924010109778E1	6.6104486773E-3	6.36135893005E-1	6.443390950991E-3	2.319182366532E-5	7.065863977061E-1	-1.906333768437E3	4.984379449957E0	2.065106238851E1	5.856605751925E1	1.617822850279E1	1.409834368982E0	22	53	221	128	17	0	0	1	1	0	0	1	1	1	1	1	0	1	1	0	1.909621024229E-1	1.524801901638E-1	7.516445046141E-1	2.857419443804E0	2.579090998236E-1	1.268770388018E0	1.849675601297E0	1.490127564246E0	2.648129399131E-1	2.144385486967E0	7.297534204901E-1	8.530037957531E-2	1.392512215391E0	8.017763497665E-1	2.272827494103E0	2.463197496317E-1	0E0	0E0	7.516445046141E-1	2.857419443804E0	0E0	0E0	1.849675601297E0	1.490127564246E0	2.648129399131E-1	2.144385486967E0	7.297534204901E-1	0E0	1.392512215391E0	8.017763497665E-1	0E0	2.386828553366E-1	2.74403343851E-1	1.897392965334E-1	2.97174504279E-1	
971000000	-2.086580404192E4	-1.884977595454E4	-2.016028087379E3	-1.853624087368E4	9.134135396422E0	2.76534337513E-1	2.024505601134E1	5.631435971563E-3	6.58179407418E-1	5.477960932598E-3	1.508328702131E-5	6.838033997084E-1	-1.968924168042E3	4.380866166981E0	1.604184438843E1	7.236044250698E1	2.598962962885E1	3.939887611608E0	17	64	208	127	25	0	0	1	1	0	0	1	1	0	1	0	0	1	1	1	4.710083295909E-2	2.480068800652E0	8.023896337242E-1	6.769837965722E-1	8.955566975783E-1	5.341921431292E-1	3.252329051712E0	1.47117621489E0	1.154918901092E0	1.633877189121E0	5.153675452905E-1	1.326653483235E0	2.233472339587E0	1.189941368418E0	1.923158847758E-1	2.38122521108E-1	0E0	0E0	8.023896337242E-1	6.769837965722E-1	0E0	0E0	3.252329051712E0	1.47117621489E0	0E0	1.633877189121E0	0E0	0E0	2.233472339587E0	1.189941368418E0	1.923158847758E-1	2.477111889181E-1	2.853609072253E-1	1.887330530293E-1	2.781948508273E-1	
972000000	-2.081744964639E4	-1.88561400134E4	-1.961309632981E3	-1.855066449006E4	8.454588050518E0	2.752460441205E-1	2.023050135757E1	6.628324034384E-3	6.519315577177E-1	6.173272662001E-3	1.924265537731E-5	6.742770415918E-1	-1.917952473804E3	6.139517979755E0	1.04084339361E1	5.961015694639E1	2.08174045241E1	2.000277300413E0	13	65	193	149	21	0	0	1	0	0	0	1	1	0	1	1	0	1	1	0	4.627721181624E-1	2.382674176265E-1	9.987272985379E-1	5.863066547577E-2	6.051330598005E-1	3.094448445229E0	2.109624882064E0	1.043998078664E0	6.18902445541E-1	1.109666769149E0	2.056670776763E-1	1.853130612478E0	1.810541751992E0	1.032652410945E0	3.863808568467E0	2.426368899778E-1	0E0	0E0	9.987272985379E-1	0E0	0E0	0E0	2.109624882064E0	1.043998078664E0	0E0	1.109666769149E0	2.056670776763E-1	0E0	1.810541751992E0	1.032652410945E0	0E0	2.358562603452E-1	2.822803294753E-1	1.957672560862E-1	2.860961540934E-1	
973000000	-2.089425852377E4	-1.890636993103E4	-1.987888592744E3	-1.859580952551E4	9.051612844879E0	2.840430488247E-1	1.87597013576E1	6.265224650353E-3	5.419041925946E-1	5.979057458652E-3	1.212202543515E-5	5.604929227837E-1	-1.948967294681E3	3.485475998482E0	1.520268169719E1	5.946536484114E1	2.260090615945E1	5.080443297597E0	17	60	217	122	25	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1.478056955109E0	1.044090199608E0	4.29603274328E-1	1.101185584605E0	5.919756280469E-1	8.87566581318E-1	1.307054245976E0	7.964949085146E-1	2.309941440316E-1	1.722247820543E0	1.406798165499E0	1.422127332811E-2	1.205775595166E0	7.164925407733E-1	5.688535285068E-2	2.747484877131E-1	0E0	0E0	0E0	1.101185584605E0	0E0	0E0	1.307054245976E0	7.964949085146E-1	2.309941440316E-1	1.722247820543E0	1.406798165499E0	0E0	1.205775595166E0	7.164925407733E-1	0E0	2.549242162128E-1	2.618626897268E-1	1.933608509468E-1	2.898522431136E-1	
974000000	-2.086264373876E4	-1.887534683774E4	-1.98729690102E3	-1.855629122539E4	9.116516457682E0	2.847777260317E-1	1.814578978583E1	6.151727257426E-3	5.696287097526E-1	5.782109395186E-3	1.415033288469E-5	6.105827781903E-1	-1.935309710661E3	4.124180346995E0	1.568765433391E1	6.957164616252E1	1.78059206196E1	2.988642749558E0	24	55	231	105	26	0	0	1	1	0	0	1	1	1	1	0	1	1	1	0	5.24367746465E-1	1.350919244307E0	1.815105185713E0	5.455950731604E-1	2.198646906186E0	1.954916215753E0	3.438012262078E0	1.956905449732E0	3.716147291271E-1	2.915118147858E0	4.081400769835E-2	7.223589666937E-1	5.616760081774E0	3.777438163025E-1	2.224043097321E-1	2.407547634506E-1	0E0	0E0	1.815105185713E0	5.455950731604E-1	0E0	0E0	3.438012262078E0	1.956905449732E0	3.716147291271E-1	2.915118147858E0	0E0	7.223589666937E-1	5.616760081774E0	3.777438163025E-1	0E0	2.474276354094E-1	2.76860377033E-1	2.01547686984E-1	2.741643005736E-1	
975000000	-2.079003823334E4	-1.885211163329E4	-1.937926600048E3	-1.853796151834E4	9.527829895712E0	3.068180637977E-1	1.912271138594E1	6.923860061619E-3	6.743357009159E-1	6.410004390305E-3	3.15347733918E-5	8.100543964515E-1	-1.894914209257E3	2.872018840859E0	1.950710090076E1	6.690154207187E1	9.69924268525E0	8.629292003765E-1	25	57	229	125	5	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1.095655943871E-2	1.065792174938E0	5.363200176509E-1	1.114108621157E0	1.192852371493E0	2.804592327813E-1	1.151536395039E0	1.534580505E0	1.105611444451E-1	2.556949562313E0	5.804660387684E-1	4.027948101144E-1	3.851893942618E0	6.828609881877E-1	1.197001386543E0	3.203441907895E-1	0E0	0E0	0E0	1.114108621157E0	0E0	0E0	1.151536395039E0	1.534580505E0	1.105611444451E-1	2.556949562313E0	0E0	4.027948101144E-1	3.851893942618E0	6.828609881877E-1	0E0	2.510675206895E-1	2.827327403081E-1	1.863043256052E-1	2.798954133972E-1	
976000000	-2.081102109732E4	-1.886646413139E4	-1.94455696593E3	-1.855059765732E4	8.464469286153E0	2.793975697466E-1	2.101661404698E1	6.451960776683E-3	6.326670988139E-1	5.960178986294E-3	1.82894576003E-5	6.745698120546E-1	-1.900539901909E3	7.47633338803E0	4.026289760944E1	6.55025731169E1	1.199741018226E1	9.592918682224E-1	74	28	211	120	8	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	3.974788188451E-1	1.467128038433E0	1.194072388046E0	1.014287658813E0	1.233437112777E0	1.528687985143E0	1.362329127139E0	1.267488717849E0	1.173211608148E0	1.309821745309E0	3.426516257168E-1	1.872376243613E0	1.556755812029E0	2.015547096327E-1	1.51291343E0	2.408718308751E-1	0E0	0E0	0E0	1.014287658813E0	0E0	0E0	1.362329127139E0	1.267488717849E0	1.173211608148E0	1.309821745309E0	3.426516257168E-1	0E0	1.556755812029E0	2.015547096327E-1	0E0	2.464534844036E-1	2.810094533871E-1	2.000285121704E-1	2.725085500388E-1	
977000000	-2.081775172056E4	-1.887175736353E4	-1.945994357028E3	-1.855938239023E4	9.569063804845E0	2.662250756057E-1	1.831576493471E1	6.23403559923E-3	5.174970833673E-1	5.977582989981E-3	1.36115320329E-5	5.843457882361E-1	-1.913808556411E3	4.006839464882E0	1.758352550091E1	5.321785714595E1	1.29593964819E1	3.594387815706E0	17	63	226	116	19	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	6.396571137988E-1	4.472864348806E-1	5.938850980816E-1	2.491444399691E-1	1.439787843883E0	2.404119856256E-1	4.669165642778E-1	6.252437777808E-1	9.508674766077E-2	5.410060039658E-1	4.277245038972E-1	2.280931934714E0	4.907083639499E-1	4.269319700289E-1	5.650686477011E-2	2.651588980147E-1	0E0	0E0	0E0	2.491444399691E-1	0E0	0E0	4.669165642778E-1	6.252437777808E-1	0E0	5.410060039658E-1	4.277245038972E-1	0E0	4.907083639499E-1	4.269319700289E-1	0E0	2.38771189702E-1	2.848415722284E-1	1.950167903942E-1	2.813704476755E-1	
978000000	-2.075199146281E4	-1.884671530896E4	-1.905276153842E3	-1.852525709611E4	9.216102090593E0	2.874955640933E-1	1.923751976823E1	7.835631341309E-3	7.32332303275E-1	6.744778527711E-3	3.247828699828E-5	7.77140606959E-1	-1.85950939448E3	4.33582520143E0	1.427165767607E1	5.678890699451E1	9.830817178951E0	1.439329116863E0	17	56	244	116	8	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	3.92169576381E-1	1.348104676357E0	3.315440735197E-1	1.466412252186E0	1.526621208008E0	4.571627370919E-1	1.409561793147E0	1.449548029183E0	7.903926997317E-1	1.00682756507E0	6.395608657601E-1	1.352448304472E0	1.919003755359E0	5.217100293408E-1	2.178121676978E0	3.305837518878E-1	0E0	0E0	0E0	1.466412252186E0	0E0	4.571627370919E-1	1.409561793147E0	1.449548029183E0	7.903926997317E-1	1.00682756507E0	6.395608657601E-1	1.352448304472E0	1.919003755359E0	5.217100293408E-1	0E0	2.392516219259E-1	2.766035253274E-1	1.94923979034E-1	2.892208737127E-1	
979000000	-2.078015776429E4	-1.886640674553E4	-1.913751018766E3	-1.854550004547E4	8.578578213185E0	2.823469591073E-1	2.152760742504E1	6.880461105184E-3	5.784291745915E-1	6.221264053271E-3	1.647230500324E-5	6.121715305318E-1	-1.874743054334E3	5.216816588839E0	1.763065832743E1	5.27594645499E1	1.121853722294E1	4.137369187174E0	22	58	245	106	10	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	3.014757700119E-1	1.92103450559E0	9.175004327915E-1	8.463465161388E-1	6.176487449442E-1	2.355120474016E-1	5.042016598423E-1	2.023191133246E0	2.404282803695E-1	9.808663667598E-1	1.310642070413E0	1.466313192185E-1	1.605794183139E0	5.583584219676E-1	8.850582417855E-1	3.14821003467E-1	0E0	0E0	0E0	8.463465161388E-1	0E0	0E0	5.042016598423E-1	2.023191133246E0	2.404282803695E-1	9.808663667598E-1	1.310642070413E0	1.466313192185E-1	1.605794183139E0	5.583584219676E-1	0E0	2.514083956298E-1	2.91804612544E-1	1.866314688444E-1	2.701555229818E-1	
980000000	-2.083158775885E4	-1.885736661348E4	-1.974221145379E3	-1.854060694801E4	1.085359695203E1	2.64614043656E-1	1.981952539689E1	6.584279516562E-3	6.000779219388E-1	6.061584146939E-3	1.740590739845E-5	6.3655154057E-1	-1.925321924119E3	3.32281643525E0	1.554000482348E1	5.913846970102E1	1.95078615178E1	3.474824283967E0	17	54	248	93	29	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	2.128529552857E-1	2.029523259871E-1	3.761853315979E-1	1.388593503245E0	2.079362631996E-1	1.732862923011E-1	2.849749515595E0	2.401650005355E0	1.235085701172E0	3.041377213258E0	8.160708334769E-1	5.931988171826E-1	2.276618518574E0	1.043707342724E0	4.121383988315E-1	2.863900757024E-1	2.128529552857E-1	2.029523259871E-1	0E0	1.388593503245E0	0E0	0E0	2.849749515595E0	2.401650005355E0	1.235085701172E0	3.041377213258E0	8.160708334769E-1	5.931988171826E-1	2.276618518574E0	0E0	4.121383988315E-1	2.439856221671E-1	2.817177063572E-1	1.924573377715E-1	2.818393337042E-1	
981000000	-2.084350331475E4	-1.889326343432E4	-1.950239880426E3	-1.858018676452E4	8.718139140472E0	2.792012512062E-1	1.911939317594E1	6.022997424705E-3	6.500185731775E-1	5.738438739587E-3	1.87138058496E-5	7.18846634694E-1	-1.912592942065E3	5.562676033515E0	1.448450743904E1	5.969690539418E1	1.827926528476E1	1.148598805538E0	17	66	220	120	18	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	2.358248908978E0	6.914667403096E-1	1.593075457835E-1	8.54343519233E-1	1.590666491055E-1	5.903201699863E-1	4.821925058502E-1	1.82758471218E0	3.138884375253E-1	1.179992038654E0	6.472373175041E-1	9.45965849045E-1	1.33217887803E0	2.938777987049E-1	1.403774214971E-1	2.588662634571E-1	0E0	0E0	0E0	8.54343519233E-1	0E0	0E0	4.821925058502E-1	1.82758471218E0	3.138884375253E-1	1.179992038654E0	6.472373175041E-1	0E0	1.33217887803E0	2.938777987049E-1	0E0	2.252503715916E-1	2.844440319457E-1	1.935528470918E-1	2.967527493709E-1	
