Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	gammaShape.norovirus	kappa.norovirus	ucldMean.norovirus	ucldStdev.norovirus	rate.norovirus.mean	rate.norovirus.variance	rate.norovirus.coefficientOfVariation	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
33500000	-1.963095479968E4	-1.786916762353E4	-1.761787176147E3	-1.759483303099E4	1.105720474701E1	2.524143214732E-1	1.842965419702E1	6.520574594447E-3	6.613007360131E-1	6.228097464561E-3	1.847471404575E-5	6.749348204692E-1	-1.71839624153E3	1.232813086818E1	2.871622170504E1	4.195434614703E1	1.402546274073E1	4.903339592631E0	41	159	30	177	35
34000000	-1.968119867016E4	-1.782961794445E4	-1.851580725706E3	-1.755186629457E4	1.216291945536E1	2.634817365961E-1	2.362091383073E1	6.419323423669E-3	6.605525386198E-1	6.371361822098E-3	2.019012563451E-5	7.038513759143E-1	-1.80981070042E3	6.147777625318E0	1.218989658486E1	3.467479146967E1	1.630630631545E1	4.555878992117E0	5	28	266	114	29
34500000	-1.968448432099E4	-1.78891243506E4	-1.795359970385E3	-1.762295399445E4	1.306548755848E1	2.787982476957E-1	2.088334068142E1	6.542219069089E-3	5.411032571966E-1	6.26727697889E-3	1.494839336292E-5	5.96378082382E-1	-1.757242728807E3	1.715587399166E1	4.448906939516E1	3.148604634786E1	1.383371702377E1	2.786761785983E0	36	11	188	188	19
35000000	-1.973092523604E4	-1.791435888803E4	-1.816566348008E3	-1.76377919742E4	1.091690560622E1	2.512768901509E-1	2.253382659472E1	6.682852619169E-3	5.166482645424E-1	6.861722010448E-3	1.242160339425E-5	5.341722761707E-1	-1.769048567507E3	1.304844446975E1	3.239560456595E1	3.427308857632E1	1.303218171088E1	4.839666910582E0	35	9	224	148	26
35500000	-1.967608551135E4	-1.787147787871E4	-1.80460763264E3	-1.759804604519E4	1.318069231812E1	2.453308223083E-1	2.191912524285E1	6.490034076211E-3	6.694374964534E-1	5.832274206776E-3	2.279914836779E-5	7.516797584855E-1	-1.768021827566E3	1.111820458004E1	2.556911497591E1	2.735982586158E1	1.76059696154E1	8.924443586372E0	35	211	70	90	36
36000000	-1.971320708718E4	-1.789868738063E4	-1.814519706553E3	-1.762405850969E4	1.400571800744E1	2.613827990653E-1	2.297570591212E1	6.186019850526E-3	6.532158821515E-1	5.948091881781E-3	2.302163393198E-5	7.642024362644E-1	-1.775479709715E3	1.310948701661E1	3.096684606139E1	1.750635257339E1	7.155207931248E0	3.790144091165E0	47	189	166	12	28
36500000	-1.967941555469E4	-1.787694965046E4	-1.802465904232E3	-1.760175029175E4	1.261634572859E1	2.708037937204E-1	2.105116987656E1	6.743727252911E-3	6.274912168337E-1	6.216998014598E-3	1.736786823993E-5	6.408604937533E-1	-1.763470782748E3	1.203027041333E1	2.588205172317E1	8.415963776059E0	2.395889421162E1	4.50813395308E0	33	296	48	30	35
37000000	-1.968000487698E4	-1.786836088518E4	-1.811643991801E3	-1.758243399395E4	1.117474450427E1	2.5450925315E-1	2.229225782734E1	6.555974924632E-3	6.681249969037E-1	6.392593127121E-3	1.96979952596E-5	6.99793423017E-1	-1.766132643438E3	1.355740162663E1	3.517114707793E1	4.770647913736E0	2.546947073384E1	3.294652427297E0	35	271	60	43	33
37500000	-1.964043128861E4	-1.783275974053E4	-1.807671548081E3	-1.756705892383E4	9.143758905346E0	2.415563356239E-1	2.193785287325E1	6.107005832381E-3	6.434654038458E-1	6.273339125989E-3	1.739209701718E-5	6.740305890242E-1	-1.766996596192E3	1.493890102408E1	2.536148502571E1	1.354409541767E1	4.382812412304E0	5.571138744346E-1	21	287	102	30	2
38000000	-1.960425385097E4	-1.789044080219E4	-1.713813048774E3	-1.761126982855E4	1.281047898478E1	2.318513780949E-1	2.033511845764E1	6.883214481753E-3	6.914057005194E-1	6.593170959406E-3	3.042189369148E-5	7.908870195281E-1	-1.67807208612E3	1.408030306031E1	3.021289358474E1	2.174580821286E0	9.41974241045E0	4.085105866449E0	35	279	49	57	22
38500000	-1.969694346472E4	-1.789767926906E4	-1.799264195654E3	-1.761698211715E4	1.201844682178E1	2.529146885235E-1	2.532028038341E1	6.482638504522E-3	5.916209426512E-1	6.507624476254E-3	1.921507898924E-5	6.47276179831E-1	-1.761497168874E3	1.306543121363E1	3.264451916198E1	5.280809501479E0	1.156396762355E1	4.894965069177E0	39	271	45	69	18
39000000	-1.966273479935E4	-1.789705348456E4	-1.765681314795E3	-1.762297775679E4	1.138280447207E1	2.517987174656E-1	2.05743243445E1	7.175519277144E-3	6.150113547356E-1	6.853327825786E-3	2.308661508316E-5	6.85390748301E-1	-1.719194476382E3	8.69455924874E0	3.03711235112E1	1.866720873546E1	1.416077754031E1	3.906265463098E0	43	228	67	77	27
39500000	-1.966537393708E4	-1.783517330528E4	-1.830200631801E3	-1.755580228945E4	1.12007485381E1	2.512324079561E-1	2.486766165661E1	6.735705888263E-3	5.980240616065E-1	6.495509771471E-3	1.643066304338E-5	6.043837714251E-1	-1.788510758976E3	1.229183037139E1	3.154148189181E1	1.757906709247E1	6.810498720372E0	1.249812572233E1	36	229	138	34	5
40000000	-1.961963676051E4	-1.782734123443E4	-1.792295526076E3	-1.754845579575E4	1.083010182565E1	2.720562375477E-1	2.097473611726E1	7.098445546066E-3	6.303769579833E-1	6.658012837841E-3	1.797348254123E-5	6.281414175972E-1	-1.755114794857E3	1.607570356892E1	2.73448241295E1	1.545271574655E1	7.867286797472E0	4.899920564804E0	24	254	132	18	14
40500000	-1.961101083361E4	-1.787366249465E4	-1.737348338966E3	-1.758180074637E4	1.067715503094E1	2.55797583841E-1	2.157492552644E1	7.430839541453E-3	5.970102585333E-1	7.31165354186E-3	2.422475230237E-5	6.522596561144E-1	-1.690876514691E3	1.360423619428E1	2.461741091836E1	1.065458687085E1	2.351445590554E1	3.910800595662E0	47	254	84	19	38
41000000	-1.960961796365E4	-1.783933260719E4	-1.770285356457E3	-1.75588306382E4	9.266088607727E0	2.735863934896E-1	2.068278090861E1	6.662814466859E-3	6.748047178515E-1	6.624808608025E-3	2.432475479019E-5	7.210151102683E-1	-1.733200174177E3	1.023145957216E1	2.922039430518E1	4.028852279092E0	1.970158288205E1	2.915470802901E0	21	300	39	49	33
41500000	-1.966526988918E4	-1.784024052258E4	-1.825029366599E3	-1.757505841841E4	1.435279316543E1	2.626287145818E-1	2.069074277607E1	6.639432035293E-3	6.162880436117E-1	6.293823103523E-3	1.913828704237E-5	6.670608481924E-1	-1.787811499508E3	1.581257153889E1	3.131718823573E1	1.261535472392E1	1.36002586378E1	6.443321992903E0	39	284	31	48	40
42000000	-1.967434655282E4	-1.78454829849E4	-1.828863567917E3	-1.757013111595E4	1.015896749151E1	2.610860275906E-1	1.84760086076E1	6.625810115271E-3	5.725511013567E-1	6.768966025297E-3	1.53458653916E-5	5.84737159995E-1	-1.784929791428E3	1.613732761157E1	3.284202578078E1	3.347076063877E1	1.89335033492E1	4.8843490997E0	36	171	24	170	41
42500000	-1.968619680985E4	-1.789145602875E4	-1.794740781096E3	-1.761961125023E4	1.187954883511E1	2.674712345836E-1	2.133665631283E1	6.570643156321E-3	6.024346140802E-1	6.466238504922E-3	2.1935315672E-5	7.051857667913E-1	-1.75610572403E3	8.374503453765E0	3.098002977758E1	4.659770993493E1	1.259752226836E1	2.938365249423E0	29	191	33	165	24
43000000	-1.966078694349E4	-1.78817781489E4	-1.779008794599E3	-1.760956275183E4	1.064829807578E1	2.505526914384E-1	2.017053347797E1	6.763558159989E-3	6.41022071799E-1	6.398042696967E-3	2.116069802569E-5	6.901274776199E-1	-1.744147260993E3	1.089148790214E1	2.931344111034E1	1.608794574008E1	3.984766562625E0	5.168851460326E-1	46	253	109	33	1
43500000	-1.958716208906E4	-1.781698257896E4	-1.770179510104E3	-1.755110329372E4	1.081290145384E1	2.675726795944E-1	2.303493959786E1	7.214201071761E-3	7.196304338483E-1	6.787008292505E-3	2.826005039741E-5	7.640552348219E-1	-1.726376780044E3	1.052603523418E1	2.860406244664E1	8.903101729373E0	1.480660992707E1	4.269993656295E0	44	271	67	28	32
44000000	-1.966820648903E4	-1.78574103815E4	-1.810796107536E3	-1.759336471118E4	1.11267848788E1	2.426110437578E-1	2.018775093775E1	6.847315615476E-3	6.090161278453E-1	6.441852197047E-3	1.891057166495E-5	6.386608174963E-1	-1.773482661822E3	1.943676836586E1	3.225573466034E1	1.160719117951E1	2.074592460764E1	3.961441725685E0	76	229	75	34	28
44500000	-1.965685138839E4	-1.783980465243E4	-1.81704673596E3	-1.756030104792E4	1.083669491756E1	2.554040101805E-1	2.130483495637E1	6.532046555014E-3	6.448113608118E-1	6.476785941022E-3	1.779851433691E-5	6.448612641554E-1	-1.772532898076E3	8.728518057161E0	3.655697070258E1	7.811120629045E0	1.645632900575E1	2.850642162109E0	29	267	110	9	27
45000000	-1.969881547935E4	-1.785982037297E4	-1.838995106377E3	-1.757944613332E4	1.250362221928E1	2.592811408215E-1	2.149309749712E1	6.085498517559E-3	6.33447840333E-1	6.132247096546E-3	1.69570604993E-5	6.743379349084E-1	-1.804348164379E3	1.876564425356E1	3.262091588743E1	1.669788746782E1	3.701936836935E0	3.826944441445E0	72	211	131	27	1
45500000	-1.967701743399E4	-1.781689868182E4	-1.860118752168E3	-1.754307276462E4	1.207893839837E1	2.563296784256E-1	2.292037521092E1	6.201194762725E-3	5.088231447482E-1	6.14253745342E-3	1.056587744525E-5	5.295965499671E-1	-1.819782901472E3	1.668418871418E1	3.631101189641E1	1.453602766889E1	2.196924069342E1	4.473943233432E0	39	268	62	36	37
46000000	-1.9681301277E4	-1.78564624671E4	-1.824838809896E3	-1.757836744814E4	1.126889749207E1	2.526059022202E-1	2.291431592708E1	6.436427746993E-3	5.767365450102E-1	6.092068626093E-3	1.267925304103E-5	5.797060492521E-1	-1.789712159026E3	1.304915854625E1	3.266646770473E1	8.049743827975E0	1.434392547404E1	6.709074055584E0	41	275	60	37	29
46500000	-1.971879702245E4	-1.786179942776E4	-1.856997594682E3	-1.758336652237E4	1.142190012606E1	2.823460905707E-1	2.12175348022E1	5.896610303463E-3	5.198116942859E-1	5.748597360803E-3	1.126903908031E-5	5.688978116425E-1	-1.819054433252E3	1.220297720797E1	3.208463143914E1	1.750759884295E1	1.551623598881E1	4.28813966305E0	18	276	20	105	23
47000000	-1.96579078041E4	-1.785670328671E4	-1.801204517387E3	-1.758128048661E4	1.019806465998E1	2.724540004613E-1	2.222087502801E1	6.661127805704E-3	5.817323066877E-1	6.531510649691E-3	1.645197412699E-5	5.983972968609E-1	-1.761639530791E3	1.535459229912E1	3.083063466544E1	1.06873183166E1	2.707930690718E1	5.421029697101E0	43	275	59	24	41
47500000	-1.968818883291E4	-1.788433280834E4	-1.803856024571E3	-1.760232170489E4	1.140800336109E1	2.660862656346E-1	2.396358166018E1	7.144384100687E-3	6.028267081858E-1	6.959292035263E-3	2.12231805737E-5	6.383726998592E-1	-1.764953515077E3	1.504542480368E1	3.040034015307E1	9.145807167778E0	1.860772610734E1	2.822554866042E0	49	265	56	46	26
48000000	-1.968789759437E4	-1.788354985513E4	-1.804347739237E3	-1.760855733682E4	1.029808713072E1	2.588895676488E-1	2.150273557238E1	6.514292727226E-3	6.126174988754E-1	6.220272446215E-3	1.558923550059E-5	6.321173243352E-1	-1.760713062513E3	1.86425996934E1	3.027979629724E1	9.429878971157E0	2.118169128203E1	3.668679072949E0	42	272	68	29	31
48500000	-1.96159256638E4	-1.783341974589E4	-1.782505917907E3	-1.756647598391E4	1.013652975708E1	2.543400016941E-1	2.16306439497E1	6.1463945927E-3	5.455021865768E-1	6.212609988412E-3	1.271220005074E-5	5.797521835471E-1	-1.745754868065E3	1.04454405091E1	3.268404506442E1	5.161254428425E0	1.83817006639E1	5.639879339716E0	41	261	64	40	36
49000000	-1.960644049942E4	-1.780323554901E4	-1.803204950403E3	-1.753117152709E4	9.695741669015E0	2.569663956919E-1	2.238340447949E1	6.551249294381E-3	6.267941426468E-1	6.438023180166E-3	1.533482089295E-5	6.083228389396E-1	-1.764571878939E3	1.47080554835E1	2.565535597217E1	4.478342844755E1	1.388335500345E1	5.928321156806E0	36	195	24	160	27
49500000	-1.963288484557E4	-1.787598406176E4	-1.756900783816E3	-1.759497688652E4	9.487372036264E0	2.72431065784E-1	2.442438763539E1	6.940149669458E-3	7.074253500692E-1	6.828207913441E-3	3.337752514323E-5	8.259360413984E-1	-1.719532316943E3	1.558036650711E1	2.907642100748E1	1.214253390812E1	1.636052742284E1	4.46843044531E0	40	210	1	159	32
50000000	-1.965474982137E4	-1.787493868144E4	-1.779811139931E3	-1.759518160888E4	1.02677055589E1	2.649292218581E-1	2.120661856128E1	7.372771342345E-3	7.216420635091E-1	7.06316448122E-3	4.228176155823E-5	8.767405425984E-1	-1.729747233607E3	1.162237708239E1	2.45133332657E1	9.062198171511E0	2.822759480305E1	3.371013990221E0	33	283	52	39	35
50500000	-1.964079677074E4	-1.785901041612E4	-1.781786354619E3	-1.759647650518E4	1.197656433019E1	2.60025397948E-1	2.260058150974E1	6.437994774216E-3	6.30493654397E-1	6.74959225056E-3	2.295507841428E-5	7.156346520711E-1	-1.748002323566E3	1.094111452531E1	2.540322389549E1	1.333459019898E1	1.421538336122E1	3.894239006645E0	45	270	58	43	26
51000000	-1.967192506542E4	-1.787043313804E4	-1.801491927382E3	-1.759514727887E4	1.230130060329E1	2.546095639857E-1	2.058171055219E1	6.761312227252E-3	6.310548862614E-1	6.373745007984E-3	2.010972698201E-5	6.925379756255E-1	-1.768914433939E3	2.271821412154E1	3.271341592147E1	1.515987985114E1	4.184140159686E0	2.59479363329E0	30	235	142	29	6
51500000	-1.962226027023E4	-1.782601586549E4	-1.796244404734E3	-1.754225870581E4	1.23110769469E1	2.316647110733E-1	2.273529361637E1	6.798018622685E-3	6.487338798372E-1	6.446776337573E-3	2.106422912394E-5	7.003243870409E-1	-1.758282693415E3	2.26920447635E1	2.680250465501E1	3.139595718529E1	1.293232702044E1	5.438541192837E0	38	68	153	151	32
52000000	-1.961477070162E4	-1.7851252741E4	-1.763517960619E3	-1.757875808815E4	9.556335793106E0	2.6386184492E-1	2.622473659713E1	6.431648580945E-3	6.562162960331E-1	6.544122478321E-3	2.024390240865E-5	6.839587616722E-1	-1.72877902575E3	7.06333152698E0	1.50418862792E1	3.271820085083E1	1.285403419033E1	4.968145955131E0	31	14	203	164	30
52500000	-1.963373857273E4	-1.786727553041E4	-1.76646304232E3	-1.758400275643E4	1.212061712396E1	2.658652997361E-1	2.035252243669E1	7.134411288173E-3	6.092666489704E-1	6.803557110749E-3	1.829835400496E-5	6.174864057185E-1	-1.72744516233E3	1.025589696703E1	3.127648864201E1	3.022397347311E1	1.275223448712E1	6.103607505162E0	44	51	151	163	33
53000000	-1.968206891265E4	-1.785122222583E4	-1.830846686828E3	-1.756958396396E4	9.341231310569E0	2.636230571426E-1	2.371360638403E1	7.074787608462E-3	6.271526010549E-1	6.734106150746E-3	2.064053104855E-5	6.604880507791E-1	-1.792501420834E3	1.722871737198E1	3.407050991322E1	3.256814879826E1	1.592698070768E1	4.247528669833E0	57	117	105	129	34
53500000	-1.972204470139E4	-1.789772837548E4	-1.824316325912E3	-1.761570983361E4	1.215058648255E1	2.627470606226E-1	2.25787644099E1	6.229354864754E-3	5.522710303467E-1	6.130561560002E-3	1.322657125003E-5	5.830934306972E-1	-1.781720592991E3	1.114410835488E1	3.95577969573E1	1.92304153743E1	1.691140644209E1	4.139536169458E0	42	228	29	113	30
54000000	-1.969790636644E4	-1.786596576906E4	-1.831940597381E3	-1.758008172393E4	1.141804763446E1	2.526816553913E-1	2.182977668083E1	6.422466485713E-3	6.018649430653E-1	6.288406466098E-3	1.755672214827E-5	6.43767659011E-1	-1.790618138017E3	1.074316405349E1	3.786010386303E1	1.297917937817E1	9.04891168697E0	3.612756027437E0	33	266	101	24	18
54500000	-1.967560561754E4	-1.785772830355E4	-1.817877313986E3	-1.75716974757E4	1.18797503387E1	2.745304300783E-1	2.215216271388E1	6.170811729055E-3	5.500575404538E-1	6.121337760671E-3	1.485896747579E-5	6.127599245911E-1	-1.775543821394E3	1.601784571764E1	3.57384713414E1	2.983818819965E1	1.102447551933E1	4.394213642844E0	31	220	59	107	25
55000000	-1.969389766621E4	-1.786078435261E4	-1.833113313598E3	-1.759323963065E4	1.081004880085E1	2.665132508901E-1	2.063012615217E1	6.236267237789E-3	6.257577469677E-1	5.888129308243E-3	1.919839653784E-5	7.269963666E-1	-1.798953039714E3	1.148385993783E1	1.919844462823E1	3.348538534925E1	1.310192510934E1	5.332666605035E0	28	55	212	125	22
55500000	-1.967007784947E4	-1.785365773585E4	-1.816420113617E3	-1.757644794426E4	1.063776379596E1	2.491746647475E-1	2.042681377862E1	6.658316864995E-3	6.157729539222E-1	6.540338334202E-3	1.822815110846E-5	6.468535962195E-1	-1.773436097034E3	1.664293584949E1	3.590136803061E1	3.779035182519E1	1.40102671643E1	3.519277731005E0	57	168	61	126	30
56000000	-1.967396118708E4	-1.788444206549E4	-1.78951912159E3	-1.760484282312E4	1.049996165992E1	2.450070460053E-1	1.997766601405E1	6.518710249566E-3	7.379149317993E-1	6.033630764446E-3	2.926121212769E-5	8.404096497018E-1	-1.750716205046E3	1.098298536965E1	3.291271653369E1	1.26829362256E1	2.430291110331E1	3.787121726084E0	38	224	116	28	36
56500000	-1.967461480083E4	-1.783648073147E4	-1.838134069359E3	-1.756463491886E4	1.206387455173E1	2.403408067027E-1	2.338202508373E1	5.904031558183E-3	6.307414428304E-1	5.997312280102E-3	1.681359018193E-5	6.756234936351E-1	-1.796384676931E3	7.932977380316E0	3.384032453478E1	1.504865716649E1	1.980545416129E1	5.754544450283E0	34	261	70	38	39
57000000	-1.964779485773E4	-1.784714585624E4	-1.800649001495E3	-1.757732974273E4	1.170316028606E1	2.522351886113E-1	2.239230263555E1	6.492178478139E-3	5.607112173296E-1	6.576524598997E-3	1.553634978411E-5	6.037759007563E-1	-1.758110231251E3	1.362781195298E1	3.473910386218E1	1.221751221024E1	1.552681846808E1	3.822273980521E0	40	210	169	3	20
57500000	-1.962298161997E4	-1.785692926982E4	-1.766052350155E3	-1.757900388477E4	1.128988212397E1	2.563870498435E-1	2.378366585422E1	6.982409795475E-3	6.727453174874E-1	6.72782130921E-3	2.789087338291E-5	7.538710912834E-1	-1.723586259452E3	9.600502139342E0	1.909895656877E1	2.543784971134E1	1.6022657319E1	4.264379813813E0	26	11	224	152	29
58000000	-1.966135221907E4	-1.786548625954E4	-1.795865959531E3	-1.759022295503E4	1.052443478772E1	2.567112825936E-1	1.991496322172E1	6.606257717773E-3	6.143642951839E-1	6.781812947731E-3	2.239449858594E-5	6.906621815048E-1	-1.759000501409E3	7.505106164622E0	2.984604320751E1	3.799042384059E1	1.229661532229E1	4.801251116681E0	40	39	207	137	19
58500000	-1.968848919446E4	-1.7836543001E4	-1.851946193458E3	-1.756758724032E4	1.341949301702E1	2.470199265912E-1	2.225119940841E1	6.374148095871E-3	6.485236755891E-1	5.912782556086E-3	1.677473624259E-5	6.842198739418E-1	-1.807717029711E3	1.418945910348E1	1.788420375591E1	3.389197597386E1	1.139703367166E1	4.971657032229E0	7	41	258	107	29
59000000	-1.972453544562E4	-1.785436565444E4	-1.870169791183E3	-1.756781647933E4	9.124115233336E0	2.536224074399E-1	1.952125445252E1	5.637374481293E-3	6.064684002842E-1	5.836592405989E-3	1.34218032762E-5	6.374261874582E-1	-1.82805487089E3	1.749163242701E1	2.833016312794E1	3.532485047264E1	1.504501159717E1	3.952219148753E0	37	4	252	121	28
59500000	-1.965176781931E4	-1.780604249149E4	-1.845725327826E3	-1.753721147226E4	1.160678744684E1	2.72214170141E-1	2.244397303587E1	6.45560247977E-3	6.650745046724E-1	6.188419923688E-3	1.954325270355E-5	7.020683451095E-1	-1.802675323222E3	9.07876087046E0	3.015860809032E1	1.989940550868E1	6.799447214227E0	7.043233631771E0	32	238	136	31	5
60000000	-1.971907179535E4	-1.791760847263E4	-1.801463322719E3	-1.763957887595E4	1.265232800198E1	2.620422919198E-1	2.147524660237E1	6.803798757741E-3	5.430989351923E-1	6.596945808734E-3	1.490035108698E-5	5.756408724737E-1	-1.763252587848E3	1.339696436752E1	2.833596215903E1	1.465613269045E1	1.552463349923E1	4.275077525953E0	21	242	106	43	30
60500000	-1.96331374569E4	-1.784830535191E4	-1.784832104995E3	-1.757895925797E4	9.894488779483E0	2.542673602192E-1	2.244914333887E1	6.969364897058E-3	6.532446589333E-1	6.923665254114E-3	2.432470070079E-5	7.147484732393E-1	-1.746224071525E3	9.711346571365E0	2.385144104405E1	3.207715757858E1	1.422083950934E1	3.851201827735E0	30	84	139	162	27
61000000	-1.967105402759E4	-1.786205184324E4	-1.809002184347E3	-1.759209192363E4	1.047748621868E1	2.512975077811E-1	2.075690319409E1	6.502929017688E-3	6.482391103742E-1	6.440926695945E-3	2.055484224237E-5	7.034132484503E-1	-1.770312433263E3	9.270343031169E0	1.508978008313E1	3.402368922494E1	1.649173243199E1	3.460919865019E0	29	29	220	141	23
61500000	-1.961451931517E4	-1.783233102714E4	-1.782188288026E3	-1.756928761075E4	1.016604211026E1	2.427723725172E-1	1.896768782221E1	6.586372299538E-3	6.8129841572E-1	6.416736651803E-3	2.52814543024E-5	7.79878471273E-1	-1.739833685557E3	1.284790578186E1	9.131965752769E0	2.869827530286E1	1.365801695155E1	4.454404694612E0	11	31	254	122	24
62000000	-1.956761044434E4	-1.781621861757E4	-1.751391826766E3	-1.755150065466E4	1.203625675779E1	2.492934618233E-1	2.477191292937E1	7.136206091114E-3	7.275154543222E-1	6.794324264735E-3	3.4172681101E-5	8.02950707855E-1	-1.71398841261E3	7.857969017046E0	1.940848442843E1	2.39834930321E1	1.287602143895E1	4.864805528859E0	5	92	198	124	23
62500000	-1.963026126605E4	-1.784275759802E4	-1.787503668028E3	-1.757437336371E4	1.017888021522E1	2.480269994774E-1	2.349309984309E1	6.99093455343E-3	6.79979394079E-1	6.840975650368E-3	2.321956913296E-5	6.937843590778E-1	-1.743929706147E3	9.867694813152E0	2.620690741316E1	1.397704886515E1	1.478202880269E1	2.831972609645E0	46	270	46	61	19
63000000	-1.966173272706E4	-1.78749534023E4	-1.786779324763E3	-1.760138428266E4	1.219735225214E1	2.394935326814E-1	2.278527771631E1	6.55650621808E-3	6.208617189134E-1	6.490091061803E-3	1.77100828724E-5	6.488182191212E-1	-1.743764412484E3	8.579050010595E0	2.910154508874E1	1.769827205642E1	1.556066719738E1	6.586032437326E0	47	235	90	49	21
63500000	-1.961849141315E4	-1.785340447624E4	-1.765086936912E3	-1.758841667618E4	1.227999805244E1	2.632114072495E-1	2.380854466169E1	6.99773481368E-3	6.565868601524E-1	6.485727413176E-3	2.69602794061E-5	7.371536902668E-1	-1.720875336189E3	1.035893911887E1	1.508817233207E1	4.072899461753E1	1.562524660725E1	4.009157179926E0	30	74	121	186	31
64000000	-1.961942972922E4	-1.783268513078E4	-1.786744598443E3	-1.755568094851E4	1.358111226755E1	2.659403572422E-1	2.267673164262E1	7.037954177249E-3	6.78408237623E-1	6.610618646183E-3	2.638755761346E-5	7.409361517987E-1	-1.737490655718E3	8.183267023638E0	8.714375101483E0	2.824196931545E1	1.466315560802E1	5.499262928782E0	8	28	218	158	30
64500000	-1.971984676402E4	-1.786071110837E4	-1.859135655648E3	-1.758362773983E4	1.110854918341E1	2.44644351762E-1	2.1888959881E1	6.318148304955E-3	5.921876630044E-1	6.148989897225E-3	1.741389322581E-5	6.670018145016E-1	-1.817254446806E3	9.768453188622E0	1.966668682365E1	4.208394571913E1	1.85930891726E1	4.098452716864E0	19	58	171	159	35
65000000	-1.968996235984E4	-1.788703751593E4	-1.802924843907E3	-1.761162116427E4	1.079170465118E1	2.536276217417E-1	1.972129970487E1	6.175621549096E-3	6.374595658146E-1	6.051835075823E-3	1.81725145635E-5	6.986984440011E-1	-1.763192990443E3	1.292154674949E1	3.26425170993E1	8.97540101285E0	1.589237474213E1	2.298786114874E0	40	265	19	88	30
65500000	-1.970335660092E4	-1.785878653113E4	-1.844570069791E3	-1.758594086058E4	1.288621561487E1	2.425186140906E-1	2.403965266437E1	6.26932891315E-3	6.978299192732E-1	5.944535390033E-3	2.06016651007E-5	7.41516944813E-1	-1.80256002618E3	1.559421623124E1	3.644719182543E1	3.736809051126E1	1.832011917525E1	5.091470734948E0	54	158	86	110	34
